"tsearch","eentry"
"ข่ม","oppress"
"ข่มขี่","oppress"
"ขมขื่น","feel bitter"
"ข่มขืน","rape"
"ข่มตา","force eyes to close"
"ข่มท้อง","press the abdomen to facilitate delivery of an infant"
"ข่มนาม","disgrace the enemy in effigy before a battle in order to encourage the troops"
"ขมวด","knot"
"ขมวด","wind up"
"ขมวดคิ้ว","frown"
"ขมวดปม","tie a knot"
"ขมวดผม","curl one's hair"
"ข่มหมู","intimidate"
"ข่มเหง","bully"
"ข่มเหงคะเนงร้าย","bully"
"ขมัง","be strong"
"ขวัญแขวน","be frightened"
"ขวัญเสีย","afraid"
"ขวัญหนี","frightened"
"ขวัญหนีดีฝ่อ","frightened"
"ขวัญอ่อน","fearful"
"ขวัด","horn"
"ขว้าง","pitch"
"ขวางเชิง","oppose"
"ขวางทาง","block"
"ขว้างปา","throw"
"ขวางหน้า","block the way"
"ขวางๆ รีๆ","obstructive"
"ขวายขวน","seek for"
"ขวิด","butt"
"ขอ","beg"
"ขอขมา","apologize"
"ข้องเกี่ยว","associate"
"ข้องใจ","suspicious"
"ของ้อ","ask for forgiveness"
"ขอด","knot"
"ขอด","scale"
"ขอด","scrape the bottom"
"ขอตัว","beg off"
"ขอแต่งงาน","propose marriage to"
"ขอทาง","ask to give way"
"ขอทาน","beg for money"
"ขอที","I beg of you"
"ขอโทษ","apologize"
"ข้อน","hit"
"ขอบคุณ","thank"
"ขอบใจ","thank"
"ขอบพระคุณ","thank"
"ขอประทาน","request"
"ขอประทาน","beg for one's grant"
"ขอประทานโทษ","apologize"
"ขาดความมั่นใจ","have no confidence"
"ขาดงาน","absence from work"
"ขาดหาย","lose"
"ข้ามแดน","cross the frontier"
"ขายเลหลัง","auction"
"ขี้คร้าน","be lazy"
"เข้านอน","go to bed"
"เขียนจดหมาย","write a letter"
"ไขกุญแจ","unlock"
"ไขความลับ","let out a secret"
"คงไว้","exist"
"คลอเคลีย","snuggle"
"คล่อง","have skill"
"คล้อง","hook"
"คล้อง","wear"
"คล้อง","rhyme with"
"คลอด","give birth to"
"คลอด","be born"
"คลอน","shake"
"คล้อย","move"
"คล้อยหลัง","pass by"
"คละ","be mixed"
"คละคล่ำ","crowd"
"คละคลุ้ง","smell"
"คละเคล้า","mix"
"คละปน","mingle"
"คลั่ง","madden"
"คลั่ง","crazy about"
"คลั่งไคล้","crazy about"
"คลับคล้าย","vaguely remember"
"คลับคล้ายคลับคลา","vaguely remember"
"คลาคล่ำ","crowd"
"คลาไคล","go to"
"คลาด","miss"
"คลาด","miss"
"คลาดแคล้ว","elude (dangers)"
"คลาดนัด","miss an appointment"
"คลาน","move slowly"
"คลาน","creep"
"คลายกังวล","relieve"
"คล้ายคลึง","resemble"
"คลายเครียด","relax"
"คลายใจ","relieve"
"คล้ายๆ","resemble"
"คลำ","grope"
"คลำ","find out"
"คล่ำ","be abundant"
"คลำหา","fumble"
"คลี่คลาย","ease up"
"คลึง","press"
"คลึงเคล้น","caress"
"คลึงเคล้า","caress"
"คลื่นไส้","feel queasy"
"คลื่นเหียน","feel queasy"
"คลุก","get involved"
"คลุก","roll over"
"คลุก","mix"
"คลุกคลาน","crawl"
"คลุกคลี","be familiar with"
"คลุกคลี","associate"
"คลุกคลีตีโมง","associate"
"คลุกเคล้า","mix"
"คลุ้ง","diffuse"
"คลุ้ง","spread"
"คลุม","cover"
"คลุม","cover"
"คลุ้ม","be cloudy"
"คลุ้มคลั่ง","be/run/go mad"
"คลุ้มคลั่ง","be mad"
"คลุมเครือ","be ambiguous"
"คลุมเครือ","be dim"
"คลุมโปง","cover the body completely"
"ควง","swing"
"ควง","walk arm in arm"
"ควงแขน","walk arm in arm"
"ควงสว่าน","spin down"
"ควบ","gallop"
"ควบ","hold (2) posts simultaneously"
"ควบ","combine"
"ควบคุม","control"
"ควบคุม","limit"
"ควบคู่","go together"
"ควบแน่น","condense"
"ควรค่า","be worthy of"
"ควัก","scoop out"
"ควัก","pick"
"ควักค้อน","look askance at"
"คว้า","win"
"คว้าไขว่","grasp at"
"ควาน","grope"
"คว้าน","core"
"คว้าน","core"
"คว้าน","enlarge"
"คว้านท้อง","hara-kiri"
"ควานหา","search"
"คัดแยก","sort out"
"เคืองใจ","be irritated"
"จนมุม","corner"
"จบกัน","come to an end"
"จบเรื่อง","end"
"จร","wander"
"จรด","reach"
"จราจร","traffic"
"จรุง","refresh"
"จวก","cut"
"จ้วง","stab"
"จ้วงจาบ","be insulting"
"จวนตัว","be cornered"
"จ่อ","point"
"จ้อ","talk"
"จ้องดู","stare"
"จองถนน","build a road"
"จ้องมอง","stare"
"จอดเทียบ","moor (e.g. a boat)"
"จ่อม","grovel"
"จ่อม","sit"
"จะกละ","be greedy"
"จักจี้","tickle"
"จักสาน","weave"
"จังงัง","be dazed"
"จังไร","be accursed"
"จัด","consider"
"จัด","arrange"
"จัดการ","manage"
"จัดเจน","be skilful"
"จัดแจง","arrange"
"จัดเตรียม","prepare"
"จัดทำ","make"
"จัดประกัน","make it certain that"
"จัดพิมพ์","publish"
"จัดระบบ","systematize"
"จัดรูปแบบ","format"
"จัดเรียง","order"
"จัดสรร","allocate"
"จัดสรรเงิน","allocate"
"จัดแสดง","exhibit"
"จัดหา","provide"
"จับกลุ่ม","congregate"
"จับความ","understand"
"จับจอง","preempt"
"จับจิตจับใจ","impress"
"จับเจ่า","be lonesome"
"จับใจ","impress"
"จับชีพจร","take the pulse"
"จับต้อง","touch"
"จับผิด","carp"
"จับภาพ","photograph"
"จับมือ","shake hands"
"จับมือถือแขน","hold one's hands"
"จับยาม","prognosticate"
"จับเวลา","reckon time"
"จับสลาก","draw lots"
"จับเสือมือเปล่า","do without investment"
"จับหลัก","be firmly fixed"
"จับหวัด","catch a cold"
"จั่วไพ่","turn up a card"
"จ่า","address"
"จ้า","be bright"
"จาง","decrease"
"จ้างแรงงาน","hire the services of someone"
"จาบจ้วง","encroach"
"จาม","ax"
"จาม","sneeze"
"จ่าย","distribute"
"จ่ายแจก","distribute"
"จ่ายตลาด","go marketing"
"จ่ายหนี้","settle"
"จ่ายหนี้","settle"
"จาร","inscribe"
"จาระไน","detail"
"จาริก","make a pilgrimage"
"จารึก","inscribe"
"จ่าหน้า","address"
"จำกัด","limit"
"จำกัดความ","define"
"จ้ำจี้จ้ำไช","prod"
"จำนง","desire"
"จำเนียน","cut"
"จ้ำเบ้า","fall down"
"จำพรรษา","stay in a Buddhist monastery during the Buddhist Lent"
"จำเพาะ","be particular"
"จำยอม","be unwilling"
"จำรูญ","brilliant"
"จำเริญ","prosper"
"จำเรียง","sing"
"จำลอง","reproduce"
"จำแลง","transform"
"จำวัด","sleep (Buddhist monk)"
"จำศีล","hibernate"
"จำศีล","keep the Buddhist precepts in a monastery"
"จำหน่าย","get rid of"
"จำหน่ายจ่ายแจก","distribute"
"จำหลัก","engrave"
"จิก","peck"
"จิก","drive"
"จิกปีก","be dazed"
"จิกหัว","pinch the hair and pull"
"จิกหัวใช้","force to work"
"จินตนา","imagine"
"จิบ","sip"
"จิ้ม","stab"
"จิ้ม","dip"
"จี่","roast"
"จี้","tickle"
"จี้","rob"
"จีบ","court"
"จีบ","pleat"
"จีบปากจีบคอ","speak cajolingly"
"จีบพลู","roll a betel leaf"
"จีรัง","last long"
"จี้เส้น","titillate"
"จุ","contain"
"จุก","have colicky pain"
"จุกเจ่า","be bored"
"จุกช่องล้อมวง","encircle an area and close the entrance for protection"
"จุใจ","be satisfied"
"จุด","point"
"จุดชนวน","stir up the troubles"
"จุ่น","protrude"
"จุ้นจ้าน","meddle"
"จุ๊บ","smack"
"จุปาก","hush"
"จุ่ม","dip"
"จุ้ม","steep"
"จุ่มน้ำ","dip into water"
"จุมพิต","kiss"
